question_id,text,x_corr,y_corr,question_number,question_text,question_file,question_page,category,text_new,duplicate
0625_w13_qp_11_21,"21  The table gives common uses for three types of electromagnetic wave. 
 
",49.6069928,212.5600478,21,The table gives common uses for three types of electromagnetic wave   Which row correctly identifies the waves?   satellite television terrestrial television (not satellite) television remote controllers  A infra-red waves microwaves radio waves  B microwaves radio waves infra-red waves  C radio waves infra-red waves microwaves  D radio waves microwaves infra-red waves  ,0625_w13_qp_11,9,330,"Thetablegivescommonusesforthreetypesofelectromagneticwave.

",0
0625_w13_qp_11_22,"22  The diagram shows a ray of light passing through a semicircular glass block into air. 
 
",49.60629,408.405377,22,The diagram shows a ray of light passing through a semicircular glass block into air    Pray oflightglassair   Which row gives the correct name for angle P and states how angle P compares with the critical angle?   name of angle P angle P compared with the critical angle  A angle of incidence larger than the critical angle  B angle of incidence smaller than the critical angle  C angle of refraction larger than the critical angle  D angle of refraction smaller than the critical angle     © UCLES          /  /O/N/  ,0625_w13_qp_11,9,320,"Thediagramshowsarayoflightpassingthroughasemicircularglassblockintoair.

",0
0625_w13_qp_11_23,"23  Which diagram shows how an image of an object is formed on a screen by a converging lens? 
 
",49.60629,87.72133958,23,Which diagram shows how an image of an object is formed on a screen by a converging lens?   screenobject  × focal lengthA screenobject  × focal length focal length focal lengthB screenobjectC screenobjectD  ,0625_w13_qp_11,10,320,"Whichdiagramshowshowanimageofanobjectisformedonascreenbyaconverginglens?

",0
0625_w13_qp_11_24,"24  When the volcano Krakatoa erupted in 1883, it was heard 5000 km away. 
 
",49.6068076,612.3008296,24,"When the volcano Krakatoa erupted in     , it was heard       km away   Which statement about the sound from the volcano is not correct? A If such a loud sound were to be made today, an astronaut orbiting in space (a vacuum) at a height of      km could hear it  B People further from the volcano heard the so und later than people nearer to the volcano  C The amplitude of the sound waves would have been smaller further from the volcano  D The sound was very loud because a lot of energy was transferred to vibrations of the air       © UCLES          /  /O/N/   [Turn over",0625_w13_qp_11,10,340,"WhenthevolcanoKrakatoaeruptedin,itwasheardkmaway.

",0
0625_w13_qp_11_25,"25  A loudspeaker on a boat produces a pulse of sound in the sea. The echo of the pulse is received 
",49.60629,75.0785688,25,"A loudspeaker on a boat produces a pulse of sound in the sea  The echo of the pulse is received back at the boat after      s  The depth of the sea under the boat is       m    pulse ofsoundsea bedboat (not to scale)   From this information, what is the speed of sound in the sea water? A      m  / s B      m  / s C       m  / s D       m  / s ",0625_w13_qp_11,11,340,"Aloudspeakeronaboatproducesapulseofsoundinthesea.Theechoofthepulseisreceived
",0
0625_w13_qp_11_26,"26  A hard magnetic material can be used to make a permanent magnet. 
 
 
 
  Which row shows whether iron and steel are hard or soft magnetic materials? 
 
",49.6071028,390.4917209,26,A hard magnetic material can be used to make a permanent magnet    A soft magnetic material can be used to make a temporary magnet    Which row shows whether iron and steel are hard or soft magnetic materials?   iron steel  A hard hard  B hard soft  C soft hard  D soft soft  ,0625_w13_qp_11,11,410,"Ahardmagneticmaterialcanbeusedtomakeapermanentmagnet.



Whichrowshowswhetherironandsteelarehardorsoftmagneticmaterials?

",0
0625_w13_qp_11_27,"27  How can a permanent magnet be demagnetised? 
",49.60629,533.8098862,27,How can a permanent magnet be demagnetised? A cool the magnet for a long time B hit the magnet repeatedly with a hammer C leave the magnet in a coil which is connected to a battery D shine bright light onto the magnet ,0625_w13_qp_11,11,410,"Howcanapermanentmagnetbedemagnetised?
",0
0625_w13_qp_11_28,"28  Which equation can be used to calculate the resistance R of a resistor? 
",49.60629,660.3490079,28,Which equation can be used to calculate the resistance R of a resistor? A V = I ÷ R B I = V × R C R = V × I D V = I × R      © UCLES          /  /O/N/  ,0625_w13_qp_11,11,430,"WhichequationcanbeusedtocalculatetheresistanceRofaresistor?
",0
0625_w13_qp_11_29,"29  A  student  wishes  to  measure  first  the  electromotive  force  (e.m.f.)  of  a  battery,  and  then  the 
",49.60629,75.0785688,29,"A student wishes to measure first the electromotive force (e m f ) of a battery, and then the potential difference (p d ) across a resistor   She has the resistor, the battery and some connecting wires   What else does she need? A a force meter (newton meter) and a voltmeter B an ammeter and a voltmeter C an ammeter only D a voltmeter only ",0625_w13_qp_11,12,430,"Astudentwishestomeasurefirsttheelectromotiveforce(e.m.f.)ofabattery,andthenthe
",0
0625_w13_qp_11_30,"30  Two  similar  balloons  hang  side  by  side,  on  insulating  threads,  a  short  distance  apart.  They  are 
",49.60618002,264.8610201,30,"Two similar balloons hang side by side, on insulating threads, a short distance apart  They are both rubbed with the same dry cloth and become charged   Which diagram shows how the balloons hang after charging?   A D B C  ",0625_w13_qp_11,12,420,"Twosimilarballoonshangsidebyside,oninsulatingthreads,ashortdistanceapart.Theyare
",0
0625_w13_qp_11_31,"31  When the thermistor in the circuit below is heated, the current in the lamp increases. 
 
",49.60712922,478.052166,31,"When the thermistor in the circuit below is heated, the current in the lamp increases      Why does this happen? A The resistance of the lamp decreases  B The resistance of the lamp increases  C The resistance of the thermistor decreases  D The resistance of the thermistor increases       © UCLES          /  /O/N/   [Turn over",0625_w13_qp_11,12,430,"Whenthethermistorinthecircuitbelowisheated,thecurrentinthelampincreases.

",0
0625_w13_qp_11_32,"32  A student connects various resistors in parallel pairs. 
 
",49.60629,87.72133958,32,A student connects various resistors in parallel pairs   Underneath each diagram is a statement about the total resistance of each pair of resistors   Which statement is correct?     ΩAThe total resistance is    Ω   Ω  ΩBThe total resistance is between    Ω and    Ω   Ω     ΩCThe total resistance is less than    Ω   Ω    ΩDThe total resistance is more than     Ω    Ω  ,0625_w13_qp_11,13,430,"Astudentconnectsvariousresistorsinparallelpairs.

",0
0625_w13_qp_11_33,"33  The circuit shown contains a relay. 
 
 
",49.60771882,441.5705268,33,"The circuit shown contains a relay   Both lamps are initially off    lamp  lamp  switch S relay   When switch S is closed, the relay operates  What is the state of the lamps?   lamp   lamp  A on on  B on off  C off on  D off off       © UCLES          /  /O/N/  ",0625_w13_qp_11,13,430,"Thecircuitshowncontainsarelay.


",0
0625_w13_qp_11_34,"34  The  diagram  shows  the  connections  to  an  electric  heater.  Three  fuses  have  been  added  to  the 
",49.60629,75.0785688,34,"The diagram shows the connections to an electric heater  Three fuses have been added to the circuit    fuse  fuse  fuse   heate rplasticcase liveneutralheating element   Which of the fuses are correctly placed? A fuse  , fuse   and fuse   B fuse   and fuse   only C fuse   only D fuse   only ",0625_w13_qp_11,14,440,"Thediagramshowstheconnectionstoanelectricheater.Threefuseshavebeenaddedtothe
",0
0625_w13_qp_11_35,"35  Which diagram shows a movement that will not produce the changing magnetic field needed to 
",49.60707354,413.1953603,35,Which diagram shows a movement that will not produce the changing magnetic field needed to induce an e m f  in the coil?   NS NS NS NSA B C D moving a magnet and a coil towards each otherat the same speedmoving a magnet and a coil in the same directionat the same speedmoving a magnet away from a fixed coilmoving a coil away from a fixed magnet      © UCLES          /  /O/N/   [Turn over,0625_w13_qp_11,14,450,"Whichdiagramshowsamovementthatwillnotproducethechangingmagneticfieldneededto
",0
0625_w13_qp_11_36,"36  The diagram shows a simple d.c. electric motor which is rotating. 
 
",49.60629,87.72133958,36,The diagram shows a simple d c  electric motor which is rotating    SN magnet magnet coil   Which change will make the motor rotate more quickly? A increasing the number of turns on the coil B removing the magnets C reversing the battery D reversing the polarity of the magnets ,0625_w13_qp_11,15,450,"Thediagramshowsasimpled.c.electricmotorwhichisrotating.

",0
0625_w13_qp_11_37,"37  A transformer is needed to convert a supply of 240 V a.c. into 4800 V a.c. 
 
",49.60662616,398.2000296,37,"A transformer is needed to convert a supply of      V a c  into       V a c    NPNS      V a c        V a c    Which pair of coils would be suitable for this transformer?   number of turns on primary coil N P number of turns on secondary coil N S  A          B              C       D                   Permission to reproduce items where thir d-party owned material protected by copyright is included has been sought and cleared w here possible  Every reasonable effort has been made by the publisher (UCLES) to trace copyright holder s, but if any items requiring clearance have unwittingly been included, the publisher will be pleased to make amends at the earliest possible opportunity   Cambridge International Examinations is part of the Cambridge Asse ssment Group  Cambridge Assessment is the brand name of Unive rsity of Cambridge Local Examinations Syndicate (UCLES), which is itself a department of the University of Cambridge    © UCLES          /  /O/N/  ",0625_w13_qp_11,15,450,"AtransformerisneededtoconvertasupplyofVa.c.intoVa.c.

",0
0625_w13_qp_11_38,"38  The diagram shows a cathode-ray tube used to produce cathode rays. 
 
",49.60629,87.72133958,38,The diagram shows a cathode-ray tube used to produce cathode rays    ––++current Ianodefilament(cathode) metalplatescathode-ray tube powersupply   Which change would increase the deflection of the cathode rays? A decreasing the current I in the filament B increasing the current I in the filament C increasing the potential difference between the filament and the anode D increasing the potential difference between the metal plates ,0625_w13_qp_11,16,450,"Thediagramshowsacathode-raytubeusedtoproducecathoderays.

",0
